id	cog	cog_name	ko	ko_name	pfams	pfam_names
OG0001259	COG4967	Type IV pilus minor pilin/pseudopilin PilV	NA	No Annotation	PF07963.15	N_methyl
OG0001260	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	NA	No Annotation	PF13416.9,PF01547.28	SBP_bac_8,SBP_bac_1
OG0001261	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	PF14833.9,PF03446.18	NAD_binding_11,NAD_binding_2
OG0001262	COG2717	Heme-binding membrane subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	K17247	methionine sulfoxide reductase heme-binding subunit	PF01794.22	Ferric_reduct
OG0001263	NA	No Annotation	NA	No Annotation	PF13522.9,PF00534.23,PF02540.20,PF01171.23,PF00733.24,PF00977.24	GATase_6,Glycos_transf_1,NAD_synthase,ATP_bind_3,Asn_synthase,His_biosynth
OG0001264	COG4726	Type IV pilus assembly protein PilX	K02673	type IV pilus assembly protein PilX	PF14341.9,PF13681.9	PilX_N,PilX
OG0001265	COG1250	3-hydroxyacyl-CoA dehydrogenase	K17735	carnitine 3-dehydrogenase [EC:1.1.1.108]	PF00725.25,PF02737.21	3HCDH,3HCDH_N
OG0001266	COG2041	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	PF00174.22	Oxidored_molyb
OG0001267	COG3665	Uncharacterized conserved protein YcgI, DUF1989 family	K09967	uncharacterized protein	PF09347.13	DUF1989
OG0001268	COG4966	Type IV pilus minor pilin/pseudopilin PilW	K02672	type IV pilus assembly protein PilW	PF07963.15	N_methyl
OG0001269	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	K15270	S-adenosylmethionine uptake transporter	PF00892.23	EamA
OG0001270	COG3491	Isopenicillin N synthase and related dioxygenases	NA	No Annotation	PF03171.23,PF14226.9	2OG-FeII_Oxy,DIOX_N
OG0001271	COG3369	Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type	K23886	CDGSH iron-sulfur domain-containing protein 3	PF09360.13	zf-CDGSH
OG0001272	COG0381	UDP-N-acetylglucosamine 2-epimerase	NA	No Annotation	PF02350.22	Epimerase_2
OG0001273	COG1063	Threonine dehydrogenase or related Zn-dependent dehydrogenase	NA	No Annotation	PF08240.15,PF00107.29,PF16912.8	ADH_N,ADH_zinc_N,Glu_dehyd_C
OG0001274	COG0006	Xaa-Pro aminopeptidase	NA	No Annotation	PF00557.27	Peptidase_M24
OG0001275	COG0513	Superfamily II DNA and RNA helicase	NA	No Annotation	PF00270.32,PF00271.34	DEAD,Helicase_C
OG0001276	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	NA	No Annotation	PF00892.23	EamA
OG0001277	COG4970	Type IV pilus assembly protein FimT or FimU	NA	No Annotation	PF07963.15	N_methyl
OG0001278	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	NA	No Annotation	PF13673.10,PF13508.10,PF00583.28	Acetyltransf_10,Acetyltransf_7,Acetyltransf_1
OG0001279	NA	No Annotation	NA	No Annotation	PF14393.9	DUF4422
OG0001280	COG2010	Cytochrome c, mono- and diheme variants	NA	No Annotation	PF13442.9,PF00034.24	Cytochrome_CBB3,Cytochrom_C
OG0001281	COG2351	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	NA	No Annotation	PF00576.24	Transthyretin
OG0001282	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	K01561	haloacetate dehalogenase [EC:3.8.1.3]	PF00561.23,PF12146.11	Abhydrolase_1,Hydrolase_4
OG0001283	COG1397	ADP-ribosylglycohydrolase	NA	No Annotation	PF03747.17	ADP_ribosyl_GH
OG0001284	COG5467	Uncharacterized conserved protein, DUF1476 domain	NA	No Annotation	PF07345.14	DUF1476
OG0001285	NA	No Annotation	NA	No Annotation	PF13664.9	DUF4149
OG0001286	COG3502	Uncharacterized conserved protein, DUF952 family	NA	No Annotation	PF06108.15	DUF952
OG0001287	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	NA	No Annotation	PF05721.16	PhyH
OG0001288	NA	No Annotation	NA	No Annotation	PF13778.9,PF07963.15	DUF4174,N_methyl
OG0001289	COG4254	Uncharacterized peptidoglycan binding protein, contains LysM and FecR  domains	NA	No Annotation	PF04773.16	FecR
OG0001290	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	NA	No Annotation	PF02826.22,PF00389.33	2-Hacid_dh_C,2-Hacid_dh
OG0001291	COG1893	Ketopantoate reductase	K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	PF08546.14,PF02558.19	ApbA_C,ApbA
OG0001292	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	K16568	exopolysaccharide production protein ExoZ	PF01757.25,PF19040.3	Acyl_transf_3,SGNH
OG0001293	NA	No Annotation	K01578	malonyl-CoA decarboxylase [EC:4.1.1.9]	PF05292.14,PF17408.5	MCD,MCD_N
OG0001294	NA	No Annotation	NA	No Annotation	NA	NA
OG0001295	COG0620	Methionine synthase II (cobalamin-independent)	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	PF01717.21	Meth_synt_2
OG0001296	NA	No Annotation	NA	No Annotation	PF08925.14	DUF1907
OG0001297	NA	No Annotation	NA	No Annotation	PF13640.9	2OG-FeII_Oxy_3
OG0001298	COG3450	Predicted enzyme of the cupin superfamily	NA	No Annotation	NA	NA
OG0001299	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	K10439	ribose transport system substrate-binding protein	PF13407.9,PF09084.14	Peripla_BP_4,NMT1
OG0001300	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	K24158	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	PF00578.24,PF10417.12	AhpC-TSA,1-cysPrx_C
OG0001301	COG0457	Tetratricopeptide (TPR) repeat	NA	No Annotation	PF13181.9,PF00515.31,PF13432.9,PF13431.9,PF01075.20,PF13414.9,PF12895.10,PF14559.9,PF13176.9,PF13424.9,PF07719.20,PF13174.9	TPR_8,TPR_1,TPR_16,TPR_17,Glyco_transf_9,TPR_11,ANAPC3,TPR_19,TPR_7,TPR_12,TPR_2,TPR_6
OG0001302	COG4630	Xanthine dehydrogenase, Fe-S cluster and FAD-binding subunit XdhA	K13481	xanthine dehydrogenase small subunit [EC:1.17.1.4]	PF01799.23,PF00111.30,PF03450.20,PF00941.24,PF01315.25,PF02738.21	Fer2_2,Fer2,CO_deh_flav_C,FAD_binding_5,Ald_Xan_dh_C,MoCoBD_1
OG0001303	COG3205	Uncharacterized membrane protein, DUF2061 family	NA	No Annotation	PF09834.12	DUF2061
OG0001304	COG4154	L-fucose mutarotase/ribose pyranase, RbsD/FucU family	K02431	L-fucose mutarotase [EC:5.1.3.29]	PF05025.16	RbsD_FucU
OG0001305	NA	No Annotation	NA	No Annotation	NA	NA
OG0001306	COG0413	Ketopantoate hydroxymethyltransferase	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	PF02548.18	Pantoate_transf
OG0001307	NA	No Annotation	NA	No Annotation	NA	NA
OG0001308	COG5267	Uncharacterized conserved protein, DUF1800 family	NA	No Annotation	PF08811.14	DUF1800
OG0001309	COG4091	Predicted homoserine dehydrogenase, contains C-terminal SAF domain	NA	No Annotation	PF08666.15,PF01408.25,PF03447.19	SAF,GFO_IDH_MocA,NAD_binding_3
OG0001310	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	K00477	phytanoyl-CoA hydroxylase [EC:1.14.11.18]	PF05721.16	PhyH
OG0001311	COG3631	Ketosteroid isomerase-related protein	NA	No Annotation	PF12680.10	SnoaL_2
OG0001312	NA	No Annotation	NA	No Annotation	NA	NA
OG0001313	COG0534	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	K03327	multidrug resistance protein, MATE family	PF01554.21	MatE
OG0001314	COG4102	Uncharacterized conserved protein, DUF1501 family	NA	No Annotation	PF07394.15,PF10518.12	DUF1501,TAT_signal
OG0001315	COG0578	Glycerol-3-phosphate dehydrogenase	K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	PF01266.27	DAO
OG0001316	NA	No Annotation	NA	No Annotation	NA	NA
OG0001317	COG2113	ABC-type proline/glycine betaine transport system, periplasmic component	NA	No Annotation	PF04069.15	OpuAC
OG0001318	COG1331	Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains	K06888	uncharacterized protein	PF03190.18	Thioredox_DsbH
OG0001319	NA	No Annotation	NA	No Annotation	NA	NA
OG0001320	NA	No Annotation	NA	No Annotation	PF13231.9	PMT_2
OG0001321	NA	No Annotation	NA	No Annotation	PF05050.15	Methyltransf_21
OG0001322	COG1175	ABC-type sugar transport system, permease component	K17316	glucose/mannose transport system permease protein	PF00528.25	BPD_transp_1
OG0001323	COG4664	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	K11690	C4-dicarboxylate transporter, DctM subunit	PF06808.15	DctM
OG0001324	COG5485	Polyketide cyclase, SnoaL/DnrD family	NA	No Annotation	PF07366.15	SnoaL
OG0001325	NA	No Annotation	NA	No Annotation	NA	NA
OG0001326	COG0395	ABC-type glycerol-3-phosphate transport system, permease component	NA	No Annotation	PF00528.25	BPD_transp_1
OG0001327	COG1175	ABC-type sugar transport system, permease component	NA	No Annotation	PF00528.25	BPD_transp_1
OG0001328	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	NA	No Annotation	PF01547.28	SBP_bac_1
OG0001329	NA	No Annotation	NA	No Annotation	NA	NA
OG0001330	COG3845	ABC-type guanosine uptake system NupNOPQ, ATPase component NupO	K23537	general nucleoside transport system ATP-binding protein	PF00005.30	ABC_tran
OG0001331	COG3239	Fatty acid desaturase	NA	No Annotation	PF00487.27	FA_desaturase
OG0001332	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	NA	No Annotation	PF04290.15	DctQ
OG0001333	COG2721	Altronate dehydratase	K26399	arabinonate dehydratase [EC:4.2.1.5]	PF04295.16,PF08666.15	GD_AH_C,SAF
OG0001334	COG5485	Polyketide cyclase, SnoaL/DnrD family	NA	No Annotation	PF07366.15	SnoaL
OG0001335	COG1076	DnaJ domain-containing protein	K05801	DnaJ like chaperone protein	PF05099.16,PF00226.34	TerB,DnaJ
OG0001336	NA	No Annotation	NA	No Annotation	NA	NA
OG0001337	COG1917	Cupin domain protein related to quercetin dioxygenase	NA	No Annotation	PF07883.14	Cupin_2
OG0001338	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	NA	No Annotation	PF13649.9,PF13489.9,PF13847.9,PF08241.15,PF05050.15	Methyltransf_25,Methyltransf_23,Methyltransf_31,Methyltransf_11,Methyltransf_21
OG0001339	COG0673	Predicted dehydrogenase	NA	No Annotation	PF01408.25,PF02894.20	GFO_IDH_MocA,GFO_IDH_MocA_C
OG0001340	COG0637	Beta-phosphoglucomutase, HAD superfamily	NA	No Annotation	PF13419.9	HAD_2
OG0001341	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	NA	No Annotation	PF01425.24	Amidase
OG0001342	NA	No Annotation	NA	No Annotation	PF13505.9	OMP_b-brl
OG0001343	NA	No Annotation	NA	No Annotation	NA	NA
OG0001344	NA	No Annotation	NA	No Annotation	PF12594.11	DUF3764
OG0001345	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	NA	No Annotation	PF02826.22,PF00389.33	2-Hacid_dh_C,2-Hacid_dh
OG0001346	COG0451	Nucleoside-diphosphate-sugar epimerase	NA	No Annotation	PF01370.24,PF04321.20	Epimerase,RmlD_sub_bind
OG0001347	COG0270	DNA-cytosine methylase Dcm or eukaryotic tRNA-C38 C5-methylase, Dcm/DNMT2/TRDMT1 family	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	PF00145.20,PF12728.10,PF07669.14	DNA_methylase,HTH_17,Eco57I
OG0001348	COG1680	CubicO group peptidase, beta-lactamase class C family	NA	No Annotation	PF00144.27	Beta-lactamase
OG0001349	COG1846	DNA-binding transcriptional regulator, MarR family	NA	No Annotation	NA	NA
OG0001350	COG0584	Glycerophosphoryl diester phosphodiesterase	NA	No Annotation	PF03009.20	GDPD
OG0001351	COG2113	ABC-type proline/glycine betaine transport system, periplasmic component	K02002	glycine betaine/proline transport system substrate-binding protein	PF04069.15	OpuAC
OG0001352	NA	No Annotation	NA	No Annotation	NA	NA
OG0001353	COG3217	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	NA	No Annotation	PF03473.20	MOSC
OG0001354	COG0605	Superoxide dismutase	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	PF02777.21,PF00081.25	Sod_Fe_C,Sod_Fe_N
OG0001355	NA	No Annotation	NA	No Annotation	NA	NA
OG0001356	NA	No Annotation	NA	No Annotation	PF00144.27,PF05656.17	Beta-lactamase,DUF805
OG0001357	COG0608	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	PF17768.4,PF01368.23,PF02272.22	RecJ_OB,DHH,DHHA1
OG0001358	COG0747	ABC-type transport system, periplasmic component	K02035	peptide/nickel transport system substrate-binding protein	PF00496.25	SBP_bac_5
OG0001359	COG2605	Predicted kinase related to galactokinase and mevalonate kinase	K07031	D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	PF00288.29,PF08544.16,PF00571.31	GHMP_kinases_N,GHMP_kinases_C,CBS
OG0001360	NA	No Annotation	NA	No Annotation	NA	NA
OG0001361	COG4603	ABC-type guanosine uptake system NupNOPQ, permease component NupP	K23535	general nucleoside transport system permease protein	PF02653.19	BPD_transp_2
OG0001362	COG1744	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN	K07335	basic membrane protein A and related proteins	PF02608.17	Bmp
OG0001363	COG3791	Uncharacterized conserved protein	NA	No Annotation	PF04828.17	GFA
OG0001364	NA	No Annotation	NA	No Annotation	NA	NA
OG0001365	COG0366	Glycosidase/amylase (phosphorylase)	NA	No Annotation	PF00128.27	Alpha-amylase
OG0001366	COG0590	tRNA(Arg) A34 adenosine deaminase TadA	NA	No Annotation	PF00383.26,PF14437.9	dCMP_cyt_deam_1,MafB19-deam
OG0001367	COG4341	Predicted HD phosphohydrolase	NA	No Annotation	PF01966.25	HD
OG0001368	COG1079	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ	K23536	general nucleoside transport system permease protein	PF02653.19	BPD_transp_2
OG0001369	COG0679	Predicted permease, AEC (auxin efflux carrier) family	NA	No Annotation	PF03547.21	Mem_trans
OG0001370	COG1196	Chromosome segregation ATPase Smc	NA	No Annotation	NA	NA
OG0001371	NA	No Annotation	NA	No Annotation	PF13472.9	Lipase_GDSL_2
OG0001372	NA	No Annotation	K17893	ubiquinol oxidase [EC:1.10.3.11]	PF01786.20,PF06966.15	AOX,DUF1295
OG0001373	NA	No Annotation	NA	No Annotation	NA	NA
OG0001374	COG0537	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	NA	No Annotation	PF01230.26,PF13673.10	HIT,Acetyltransf_10
OG0001375	COG0584	Glycerophosphoryl diester phosphodiesterase	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	PF03009.20	GDPD
OG0001376	COG0599	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	PF02627.23	CMD
OG0001377	COG2870	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	NA	No Annotation	PF01467.29,PF00294.27	CTP_transf_like,PfkB
OG0001378	COG0405	Gamma-glutamyltranspeptidase	NA	No Annotation	PF01019.24	G_glu_transpept
OG0001379	COG1088	dTDP-D-glucose 4,6-dehydratase	K12454	CDP-paratose 2-epimerase [EC:5.1.3.10]	PF01370.24	Epimerase
OG0001380	COG0673	Predicted dehydrogenase	NA	No Annotation	PF01408.25,PF02894.20	GFO_IDH_MocA,GFO_IDH_MocA_C
OG0001381	NA	No Annotation	NA	No Annotation	NA	NA
OG0001382	NA	No Annotation	NA	No Annotation	PF13231.9,PF02366.21	PMT_2,PMT
OG0001383	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	NA	No Annotation	PF00892.23	EamA
OG0001384	COG2010	Cytochrome c, mono- and diheme variants	NA	No Annotation	PF13442.9	Cytochrome_CBB3
OG0001385	COG1975	Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family	K07402	xanthine dehydrogenase accessory factor	PF02625.19	XdhC_CoxI
OG0001386	NA	No Annotation	NA	No Annotation	NA	NA
OG0001387	NA	No Annotation	NA	No Annotation	NA	NA
OG0001388	COG2608	Copper chaperone CopZ	NA	No Annotation	PF00403.29	HMA
OG0001389	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	NA	No Annotation	PF06441.15	EHN
OG0001390	COG1238	Membrane protein YqaA involved in indium extrusion, DedA family, contains VTT domain	NA	No Annotation	PF09335.14	SNARE_assoc
OG0001391	COG1975	Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family	K07402	xanthine dehydrogenase accessory factor	PF13478.9	XdhC_C
OG0001392	COG0714	MoxR-like ATPase, includes components of a predicted archaeal secretion system	K03924	MoxR-like ATPase [EC:3.6.3.-]	PF07726.14,PF17863.4	AAA_3,AAA_lid_2
OG0001393	NA	No Annotation	NA	No Annotation	NA	NA
OG0001394	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	NA	No Annotation	PF07611.14	DUF1574
OG0001395	COG1942	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family	NA	No Annotation	PF14832.9	Tautomerase_3
OG0001396	COG1999	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	K07152	protein SCO1	PF02630.17	SCO1-SenC
OG0001397	NA	No Annotation	NA	No Annotation	NA	NA
OG0001398	COG3791	Uncharacterized conserved protein	NA	No Annotation	PF04828.17	GFA
OG0001399	COG1721	Uncharacterized membrane-anchored protein with extracellular vWFA and Ig-like domains, component of a predicted archaeal secretion system	NA	No Annotation	PF01882.21	DUF58
OG0001400	COG1305	Transglutaminase-like enzyme, putative cysteine protease	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	PF11992.11,PF01841.22	TgpA_N,Transglut_core
OG0001401	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	NA	No Annotation	PF04055.24,PF13186.9,PF13394.9,PF13353.9	Radical_SAM,SPASM,Fer4_14,Fer4_12
OG0001402	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	NA	No Annotation	PF00892.23	EamA
OG0001403	COG1846	DNA-binding transcriptional regulator, MarR family	NA	No Annotation	PF13412.9,PF02002.20,PF04055.24,PF13186.9,PF13394.9,PF14947.9	HTH_24,TFIIE_alpha,Radical_SAM,SPASM,Fer4_14,HTH_45
OG0001404	NA	No Annotation	NA	No Annotation	NA	NA
OG0001405	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	NA	No Annotation	PF00534.23,PF13439.9,PF13524.9	Glycos_transf_1,Glyco_transf_4,Glyco_trans_1_2
OG0001406	COG1175	ABC-type sugar transport system, permease component	NA	No Annotation	PF00528.25	BPD_transp_1
OG0001407	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	K05813	sn-glycerol 3-phosphate transport system substrate-binding protein	PF13416.9	SBP_bac_8
OG0001408	NA	No Annotation	NA	No Annotation	NA	NA
OG0001409	COG0859	ADP-heptose:LPS heptosyltransferase	NA	No Annotation	PF01075.20	Glyco_transf_9
OG0001410	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	K17315	glucose/mannose transport system substrate-binding protein	PF01547.28,PF13416.9	SBP_bac_1,SBP_bac_8
OG0001411	NA	No Annotation	NA	No Annotation	PF11071.11	Nuc_deoxyri_tr3
OG0001412	COG3284	Transcriptional regulator DhaR of acetoin/glycerol metabolism	NA	No Annotation	NA	NA
OG0001413	COG2761	Predicted dithiol-disulfide isomerase, DsbA/YjbH family (virulence, stress resistance)	NA	No Annotation	PF01323.23	DSBA
OG0001414	NA	No Annotation	NA	No Annotation	NA	NA
OG0001415	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	PF00266.22	Aminotran_5
OG0001416	NA	No Annotation	NA	No Annotation	PF08139.15	LPAM_1
OG0001417	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	PF00116.23	COX2
OG0001418	COG0665	Glycine/D-amino acid oxidase (deaminating)	NA	No Annotation	PF01266.27	DAO
OG0001419	NA	No Annotation	NA	No Annotation	NA	NA
OG0001420	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	NA	No Annotation	PF01565.26,PF02913.22,PF13183.9,PF02754.19	FAD_binding_4,FAD-oxidase_C,Fer4_8,CCG
OG0001421	COG5605	Cytochrome c oxidase subunit IV	K02277	cytochrome c oxidase subunit IV [EC:7.1.1.9]	PF03626.17	COX4_pro
OG0001422	COG2017	Galactose mutarotase or related enzyme	K01785	aldose 1-epimerase [EC:5.1.3.3]	PF01263.23	Aldose_epim
OG0001423	NA	No Annotation	NA	No Annotation	NA	NA
OG0001424	COG4310	Uncharacterized conserved protein, cotains an aminopeptidase-like domain	NA	No Annotation	PF16254.8,PF09940.12,PF16221.8,PF04389.20,PF02348.22,PF01041.20	DUF4910,DUF2172,HTH_47,Peptidase_M28,CTP_transf_3,DegT_DnrJ_EryC1
OG0001425	COG3152	Uncharacterized membrane protein YhaH, DUF805 family	NA	No Annotation	PF05656.17	DUF805
